date,service,region,daily_cost,resource_count,provider
2025-03-02,EC2,us-east-1,1040.92,50,AWS
2025-03-02,EC2,us-west-2,672.32,3,AWS
2025-03-02,EC2,eu-west-1,823.01,30,AWS
2025-03-02,EC2,ap-southeast-1,694.3,39,AWS
2025-03-02,RDS,us-east-1,169.63,43,AWS
2025-03-02,RDS,us-west-2,257.25,34,AWS
2025-03-02,RDS,eu-west-1,586.43,46,AWS
2025-03-02,RDS,ap-southeast-1,702.02,38,AWS
2025-03-02,S3,us-east-1,202.54,37,AWS
2025-03-02,S3,us-west-2,107.82,35,AWS
2025-03-02,S3,eu-west-1,598.81,3,AWS
2025-03-02,S3,ap-southeast-1,159.66,41,AWS
2025-03-02,Lambda,us-east-1,1057.15,31,AWS
2025-03-02,Lambda,us-west-2,1213.14,24,AWS
2025-03-02,Lambda,eu-west-1,904.7,17,AWS
2025-03-02,Lambda,ap-southeast-1,824.77,2,AWS
2025-03-02,CloudFront,us-east-1,303.17,13,AWS
2025-03-02,CloudFront,us-west-2,977.48,4,AWS
2025-03-02,CloudFront,eu-west-1,423.44,1,AWS
2025-03-02,CloudFront,ap-southeast-1,117.89,17,AWS
2025-03-02,ELB,us-east-1,942.54,39,AWS
2025-03-02,ELB,us-west-2,450.14,30,AWS
2025-03-02,ELB,eu-west-1,326.93,19,AWS
2025-03-02,ELB,ap-southeast-1,364.43,11,AWS
2025-03-03,EC2,us-east-1,990.22,17,AWS
2025-03-03,EC2,us-west-2,226.88,11,AWS
2025-03-03,EC2,eu-west-1,520.13,2,AWS
2025-03-03,EC2,ap-southeast-1,145.18,35,AWS
2025-03-03,RDS,us-east-1,403.42,27,AWS
2025-03-03,RDS,us-west-2,625.49,45,AWS
2025-03-03,RDS,eu-west-1,435.23,36,AWS
2025-03-03,RDS,ap-southeast-1,452.5,1,AWS
2025-03-03,S3,us-east-1,872.54,11,AWS
2025-03-03,S3,us-west-2,805.66,20,AWS
2025-03-03,S3,eu-west-1,337.51,5,AWS
2025-03-03,S3,ap-southeast-1,341.68,17,AWS
2025-03-03,Lambda,us-east-1,175.14,29,AWS
2025-03-03,Lambda,us-west-2,165.94,25,AWS
2025-03-03,Lambda,eu-west-1,248.44,36,AWS
2025-03-03,Lambda,ap-southeast-1,790.2,7,AWS
2025-03-03,CloudFront,us-east-1,587.28,23,AWS
2025-03-03,CloudFront,us-west-2,732.29,47,AWS
2025-03-03,CloudFront,eu-west-1,509.06,29,AWS
2025-03-03,CloudFront,ap-southeast-1,358.77,21,AWS
2025-03-03,ELB,us-east-1,694.96,32,AWS
2025-03-03,ELB,us-west-2,260.2,32,AWS
2025-03-03,ELB,eu-west-1,894.29,17,AWS
2025-03-03,ELB,ap-southeast-1,562.56,41,AWS
2025-03-04,EC2,us-east-1,385.86,40,AWS
2025-03-04,EC2,us-west-2,756.72,49,AWS
2025-03-04,EC2,eu-west-1,325.09,43,AWS
2025-03-04,EC2,ap-southeast-1,562.3,37,AWS
2025-03-04,RDS,us-east-1,190.6,44,AWS
2025-03-04,RDS,us-west-2,421.48,47,AWS
2025-03-04,RDS,eu-west-1,668.52,11,AWS
2025-03-04,RDS,ap-southeast-1,710.43,42,AWS
2025-03-04,S3,us-east-1,201.29,32,AWS
2025-03-04,S3,us-west-2,896.12,49,AWS
2025-03-04,S3,eu-west-1,698.6,21,AWS
2025-03-04,S3,ap-southeast-1,1079.46,17,AWS
2025-03-04,Lambda,us-east-1,631.49,12,AWS
2025-03-04,Lambda,us-west-2,905.58,46,AWS
2025-03-04,Lambda,eu-west-1,1025.12,44,AWS
2025-03-04,Lambda,ap-southeast-1,255.26,34,AWS
2025-03-04,CloudFront,us-east-1,1082.17,42,AWS
2025-03-04,CloudFront,us-west-2,938.46,9,AWS
2025-03-04,CloudFront,eu-west-1,289.19,32,AWS
2025-03-04,CloudFront,ap-southeast-1,991.03,18,AWS
2025-03-04,ELB,us-east-1,271.93,29,AWS
2025-03-04,ELB,us-west-2,399.16,18,AWS
2025-03-04,ELB,eu-west-1,751.56,17,AWS
2025-03-04,ELB,ap-southeast-1,167.4,7,AWS
2025-03-05,EC2,us-east-1,106.23,8,AWS
2025-03-05,EC2,us-west-2,505.62,50,AWS
2025-03-05,EC2,eu-west-1,1088.27,32,AWS
2025-03-05,EC2,ap-southeast-1,671.58,47,AWS
2025-03-05,RDS,us-east-1,731.88,46,AWS
2025-03-05,RDS,us-west-2,992.98,31,AWS
2025-03-05,RDS,eu-west-1,536.5,20,AWS
2025-03-05,RDS,ap-southeast-1,466.76,28,AWS
2025-03-05,S3,us-east-1,1185.23,25,AWS
2025-03-05,S3,us-west-2,767.78,12,AWS
2025-03-05,S3,eu-west-1,271.7,8,AWS
2025-03-05,S3,ap-southeast-1,352.08,36,AWS
2025-03-05,Lambda,us-east-1,278.73,36,AWS
2025-03-05,Lambda,us-west-2,1065.91,22,AWS
2025-03-05,Lambda,eu-west-1,1245.55,46,AWS
2025-03-05,Lambda,ap-southeast-1,534.24,27,AWS
2025-03-05,CloudFront,us-east-1,410.1,39,AWS
2025-03-05,CloudFront,us-west-2,861.21,49,AWS
2025-03-05,CloudFront,eu-west-1,228.77,14,AWS
2025-03-05,CloudFront,ap-southeast-1,687.28,42,AWS
2025-03-05,ELB,us-east-1,1170.52,18,AWS
2025-03-05,ELB,us-west-2,467.83,17,AWS
2025-03-05,ELB,eu-west-1,727.04,26,AWS
2025-03-05,ELB,ap-southeast-1,664.29,20,AWS
2025-03-06,EC2,us-east-1,1061.48,41,AWS
2025-03-06,EC2,us-west-2,760.67,43,AWS
2025-03-06,EC2,eu-west-1,472.64,39,AWS
2025-03-06,EC2,ap-southeast-1,510.03,37,AWS
2025-03-06,RDS,us-east-1,496.3,14,AWS
2025-03-06,RDS,us-west-2,313.36,31,AWS
2025-03-06,RDS,eu-west-1,509.31,40,AWS
2025-03-06,RDS,ap-southeast-1,935.38,33,AWS
2025-03-06,S3,us-east-1,1035.95,9,AWS
2025-03-06,S3,us-west-2,144.84,33,AWS
2025-03-06,S3,eu-west-1,316.39,12,AWS
2025-03-06,S3,ap-southeast-1,809.01,30,AWS
2025-03-06,Lambda,us-east-1,507.72,3,AWS
2025-03-06,Lambda,us-west-2,364.66,29,AWS
2025-03-06,Lambda,eu-west-1,758.53,33,AWS
2025-03-06,Lambda,ap-southeast-1,1003.79,25,AWS
2025-03-06,CloudFront,us-east-1,603.5,27,AWS
2025-03-06,CloudFront,us-west-2,695.13,43,AWS
2025-03-06,CloudFront,eu-west-1,490.46,35,AWS
2025-03-06,CloudFront,ap-southeast-1,298.57,18,AWS
2025-03-06,ELB,us-east-1,966.18,24,AWS
2025-03-06,ELB,us-west-2,539.21,39,AWS
2025-03-06,ELB,eu-west-1,1065.11,35,AWS
2025-03-06,ELB,ap-southeast-1,1002.02,7,AWS
2025-03-07,EC2,us-east-1,744.53,15,AWS
2025-03-07,EC2,us-west-2,764.07,1,AWS
2025-03-07,EC2,eu-west-1,94.27,41,AWS
2025-03-07,EC2,ap-southeast-1,644.74,18,AWS
2025-03-07,RDS,us-east-1,1126.85,1,AWS
2025-03-07,RDS,us-west-2,1007.87,10,AWS
2025-03-07,RDS,eu-west-1,542.41,26,AWS
2025-03-07,RDS,ap-southeast-1,604.58,16,AWS
2025-03-07,S3,us-east-1,113.25,29,AWS
2025-03-07,S3,us-west-2,273.05,48,AWS
2025-03-07,S3,eu-west-1,936.33,33,AWS
2025-03-07,S3,ap-southeast-1,373.48,24,AWS
2025-03-07,Lambda,us-east-1,602.86,26,AWS
2025-03-07,Lambda,us-west-2,684.09,23,AWS
2025-03-07,Lambda,eu-west-1,803.25,23,AWS
2025-03-07,Lambda,ap-southeast-1,759.51,39,AWS
2025-03-07,CloudFront,us-east-1,305.08,40,AWS
2025-03-07,CloudFront,us-west-2,441.12,38,AWS
2025-03-07,CloudFront,eu-west-1,492.51,32,AWS
2025-03-07,CloudFront,ap-southeast-1,785.59,48,AWS
2025-03-07,ELB,us-east-1,307.92,28,AWS
2025-03-07,ELB,us-west-2,765.73,46,AWS
2025-03-07,ELB,eu-west-1,886.42,47,AWS
2025-03-07,ELB,ap-southeast-1,362.38,5,AWS
2025-03-08,EC2,us-east-1,241.56,39,AWS
2025-03-08,EC2,us-west-2,1021.44,8,AWS
2025-03-08,EC2,eu-west-1,467.87,38,AWS
2025-03-08,EC2,ap-southeast-1,793.89,41,AWS
2025-03-08,RDS,us-east-1,801.97,6,AWS
2025-03-08,RDS,us-west-2,704.42,12,AWS
2025-03-08,RDS,eu-west-1,415.31,1,AWS
2025-03-08,RDS,ap-southeast-1,468.53,3,AWS
2025-03-08,S3,us-east-1,320.09,27,AWS
2025-03-08,S3,us-west-2,445.35,44,AWS
2025-03-08,S3,eu-west-1,195.31,30,AWS
2025-03-08,S3,ap-southeast-1,380.2,10,AWS
2025-03-08,Lambda,us-east-1,324.38,1,AWS
2025-03-08,Lambda,us-west-2,558.03,25,AWS
2025-03-08,Lambda,eu-west-1,389.37,40,AWS
2025-03-08,Lambda,ap-southeast-1,386.01,39,AWS
2025-03-08,CloudFront,us-east-1,723.01,38,AWS
2025-03-08,CloudFront,us-west-2,402.86,26,AWS
2025-03-08,CloudFront,eu-west-1,796.38,17,AWS
2025-03-08,CloudFront,ap-southeast-1,732.17,15,AWS
2025-03-08,ELB,us-east-1,170.03,22,AWS
2025-03-08,ELB,us-west-2,187.37,10,AWS
2025-03-08,ELB,eu-west-1,524.15,36,AWS
2025-03-08,ELB,ap-southeast-1,707.28,15,AWS
2025-03-09,EC2,us-east-1,741.77,40,AWS
2025-03-09,EC2,us-west-2,610.71,41,AWS
2025-03-09,EC2,eu-west-1,156.84,39,AWS
2025-03-09,EC2,ap-southeast-1,472.97,4,AWS
2025-03-09,RDS,us-east-1,690.93,30,AWS
2025-03-09,RDS,us-west-2,734.69,8,AWS
2025-03-09,RDS,eu-west-1,819.83,2,AWS
2025-03-09,RDS,ap-southeast-1,789.84,35,AWS
2025-03-09,S3,us-east-1,427.13,32,AWS
2025-03-09,S3,us-west-2,949.11,47,AWS
2025-03-09,S3,eu-west-1,639.29,36,AWS
2025-03-09,S3,ap-southeast-1,155.28,33,AWS
2025-03-09,Lambda,us-east-1,460.35,6,AWS
2025-03-09,Lambda,us-west-2,786.59,13,AWS
2025-03-09,Lambda,eu-west-1,526.5,47,AWS
2025-03-09,Lambda,ap-southeast-1,99.15,21,AWS
2025-03-09,CloudFront,us-east-1,780.75,47,AWS
2025-03-09,CloudFront,us-west-2,501.64,11,AWS
2025-03-09,CloudFront,eu-west-1,223.19,19,AWS
2025-03-09,CloudFront,ap-southeast-1,743.92,38,AWS
2025-03-09,ELB,us-east-1,741.99,48,AWS
2025-03-09,ELB,us-west-2,318.47,16,AWS
2025-03-09,ELB,eu-west-1,212.48,48,AWS
2025-03-09,ELB,ap-southeast-1,282.65,31,AWS
2025-03-10,EC2,us-east-1,352.96,46,AWS
2025-03-10,EC2,us-west-2,382.51,28,AWS
2025-03-10,EC2,eu-west-1,549.95,20,AWS
2025-03-10,EC2,ap-southeast-1,449.56,36,AWS
2025-03-10,RDS,us-east-1,417.5,1,AWS
2025-03-10,RDS,us-west-2,299.18,21,AWS
2025-03-10,RDS,eu-west-1,230.79,32,AWS
2025-03-10,RDS,ap-southeast-1,606.03,23,AWS
2025-03-10,S3,us-east-1,1051.84,50,AWS
2025-03-10,S3,us-west-2,498.84,41,AWS
2025-03-10,S3,eu-west-1,631.73,45,AWS
2025-03-10,S3,ap-southeast-1,723.76,42,AWS
2025-03-10,Lambda,us-east-1,275.5,12,AWS
2025-03-10,Lambda,us-west-2,130.91,21,AWS
2025-03-10,Lambda,eu-west-1,825.62,27,AWS
2025-03-10,Lambda,ap-southeast-1,255.41,14,AWS
2025-03-10,CloudFront,us-east-1,498.17,35,AWS
2025-03-10,CloudFront,us-west-2,787.91,29,AWS
2025-03-10,CloudFront,eu-west-1,149.78,4,AWS
2025-03-10,CloudFront,ap-southeast-1,528.79,44,AWS
2025-03-10,ELB,us-east-1,887.58,7,AWS
2025-03-10,ELB,us-west-2,172.41,19,AWS
2025-03-10,ELB,eu-west-1,1045.59,6,AWS
2025-03-10,ELB,ap-southeast-1,867.55,7,AWS
2025-03-11,EC2,us-east-1,793.21,12,AWS
2025-03-11,EC2,us-west-2,728.23,21,AWS
2025-03-11,EC2,eu-west-1,353.87,45,AWS
2025-03-11,EC2,ap-southeast-1,1015.66,6,AWS
2025-03-11,RDS,us-east-1,403.64,7,AWS
2025-03-11,RDS,us-west-2,791.55,7,AWS
2025-03-11,RDS,eu-west-1,446.21,9,AWS
2025-03-11,RDS,ap-southeast-1,864.47,40,AWS
2025-03-11,S3,us-east-1,751.58,24,AWS
2025-03-11,S3,us-west-2,837.48,2,AWS
2025-03-11,S3,eu-west-1,738.09,1,AWS
2025-03-11,S3,ap-southeast-1,435.37,17,AWS
2025-03-11,Lambda,us-east-1,954.82,35,AWS
2025-03-11,Lambda,us-west-2,624.64,27,AWS
2025-03-11,Lambda,eu-west-1,209.75,46,AWS
2025-03-11,Lambda,ap-southeast-1,504.43,43,AWS
2025-03-11,CloudFront,us-east-1,566.85,43,AWS
2025-03-11,CloudFront,us-west-2,974.66,41,AWS
2025-03-11,CloudFront,eu-west-1,275.73,12,AWS
2025-03-11,CloudFront,ap-southeast-1,565.42,32,AWS
2025-03-11,ELB,us-east-1,843.09,11,AWS
2025-03-11,ELB,us-west-2,387.25,41,AWS
2025-03-11,ELB,eu-west-1,864.61,14,AWS
2025-03-11,ELB,ap-southeast-1,808.05,12,AWS
2025-03-12,EC2,us-east-1,516.54,46,AWS
2025-03-12,EC2,us-west-2,815.58,38,AWS
2025-03-12,EC2,eu-west-1,1013.02,17,AWS
2025-03-12,EC2,ap-southeast-1,189.44,11,AWS
2025-03-12,RDS,us-east-1,797.65,14,AWS
2025-03-12,RDS,us-west-2,1169.76,27,AWS
2025-03-12,RDS,eu-west-1,1004.04,45,AWS
2025-03-12,RDS,ap-southeast-1,134.83,42,AWS
2025-03-12,S3,us-east-1,456.44,32,AWS
2025-03-12,S3,us-west-2,963.9,35,AWS
2025-03-12,S3,eu-west-1,657.44,21,AWS
2025-03-12,S3,ap-southeast-1,580.22,47,AWS
2025-03-12,Lambda,us-east-1,136.16,4,AWS
2025-03-12,Lambda,us-west-2,887.78,17,AWS
2025-03-12,Lambda,eu-west-1,327.9,34,AWS
2025-03-12,Lambda,ap-southeast-1,680.56,18,AWS
2025-03-12,CloudFront,us-east-1,321.69,27,AWS
2025-03-12,CloudFront,us-west-2,700.22,40,AWS
2025-03-12,CloudFront,eu-west-1,421.23,5,AWS
2025-03-12,CloudFront,ap-southeast-1,1063.27,24,AWS
2025-03-12,ELB,us-east-1,623.48,34,AWS
2025-03-12,ELB,us-west-2,984.31,46,AWS
2025-03-12,ELB,eu-west-1,554.93,6,AWS
2025-03-12,ELB,ap-southeast-1,145.3,46,AWS
2025-03-13,EC2,us-east-1,141.29,42,AWS
2025-03-13,EC2,us-west-2,694.62,32,AWS
2025-03-13,EC2,eu-west-1,900.27,38,AWS
2025-03-13,EC2,ap-southeast-1,718.19,25,AWS
2025-03-13,RDS,us-east-1,537.69,35,AWS
2025-03-13,RDS,us-west-2,351.28,48,AWS
2025-03-13,RDS,eu-west-1,999.13,21,AWS
2025-03-13,RDS,ap-southeast-1,751.24,49,AWS
2025-03-13,S3,us-east-1,567.01,50,AWS
2025-03-13,S3,us-west-2,476.64,11,AWS
2025-03-13,S3,eu-west-1,664.4,9,AWS
2025-03-13,S3,ap-southeast-1,220.24,31,AWS
2025-03-13,Lambda,us-east-1,454.4,35,AWS
2025-03-13,Lambda,us-west-2,294.03,43,AWS
2025-03-13,Lambda,eu-west-1,304.6,2,AWS
2025-03-13,Lambda,ap-southeast-1,266.99,50,AWS
2025-03-13,CloudFront,us-east-1,576.85,44,AWS
2025-03-13,CloudFront,us-west-2,192.49,26,AWS
2025-03-13,CloudFront,eu-west-1,915.06,38,AWS
2025-03-13,CloudFront,ap-southeast-1,195.35,45,AWS
2025-03-13,ELB,us-east-1,466.89,24,AWS
2025-03-13,ELB,us-west-2,251.6,17,AWS
2025-03-13,ELB,eu-west-1,807.8,43,AWS
2025-03-13,ELB,ap-southeast-1,246.54,45,AWS
2025-03-14,EC2,us-east-1,617.45,26,AWS
2025-03-14,EC2,us-west-2,314.49,17,AWS
2025-03-14,EC2,eu-west-1,368.88,49,AWS
2025-03-14,EC2,ap-southeast-1,340.07,19,AWS
2025-03-14,RDS,us-east-1,128.4,32,AWS
2025-03-14,RDS,us-west-2,976.02,16,AWS
2025-03-14,RDS,eu-west-1,695.59,37,AWS
2025-03-14,RDS,ap-southeast-1,554.45,29,AWS
2025-03-14,S3,us-east-1,515.16,45,AWS
2025-03-14,S3,us-west-2,400.99,37,AWS
2025-03-14,S3,eu-west-1,1088.47,44,AWS
2025-03-14,S3,ap-southeast-1,589.57,10,AWS
2025-03-14,Lambda,us-east-1,984.71,8,AWS
2025-03-14,Lambda,us-west-2,394.12,13,AWS
2025-03-14,Lambda,eu-west-1,735.88,35,AWS
2025-03-14,Lambda,ap-southeast-1,696.66,18,AWS
2025-03-14,CloudFront,us-east-1,617.22,41,AWS
2025-03-14,CloudFront,us-west-2,765.29,21,AWS
2025-03-14,CloudFront,eu-west-1,549.45,13,AWS
2025-03-14,CloudFront,ap-southeast-1,183.95,33,AWS
2025-03-14,ELB,us-east-1,126.77,35,AWS
2025-03-14,ELB,us-west-2,807.39,41,AWS
2025-03-14,ELB,eu-west-1,517.23,16,AWS
2025-03-14,ELB,ap-southeast-1,445.84,18,AWS
2025-03-15,EC2,us-east-1,507.97,1,AWS
2025-03-15,EC2,us-west-2,136.39,7,AWS
2025-03-15,EC2,eu-west-1,1056.31,34,AWS
2025-03-15,EC2,ap-southeast-1,861.62,28,AWS
2025-03-15,RDS,us-east-1,857.87,6,AWS
2025-03-15,RDS,us-west-2,369.11,32,AWS
2025-03-15,RDS,eu-west-1,454.8,10,AWS
2025-03-15,RDS,ap-southeast-1,612.09,1,AWS
2025-03-15,S3,us-east-1,1039.5,3,AWS
2025-03-15,S3,us-west-2,195.46,5,AWS
2025-03-15,S3,eu-west-1,146.68,1,AWS
2025-03-15,S3,ap-southeast-1,430.42,35,AWS
2025-03-15,Lambda,us-east-1,398.09,38,AWS
2025-03-15,Lambda,us-west-2,932.96,1,AWS
2025-03-15,Lambda,eu-west-1,728.49,35,AWS
2025-03-15,Lambda,ap-southeast-1,801.29,46,AWS
2025-03-15,CloudFront,us-east-1,323.11,36,AWS
2025-03-15,CloudFront,us-west-2,383.01,42,AWS
2025-03-15,CloudFront,eu-west-1,294.55,25,AWS
2025-03-15,CloudFront,ap-southeast-1,1049.16,38,AWS
2025-03-15,ELB,us-east-1,526.58,35,AWS
2025-03-15,ELB,us-west-2,879.36,48,AWS
2025-03-15,ELB,eu-west-1,285.73,28,AWS
2025-03-15,ELB,ap-southeast-1,241.34,8,AWS
2025-03-16,EC2,us-east-1,553.49,40,AWS
2025-03-16,EC2,us-west-2,816.28,11,AWS
2025-03-16,EC2,eu-west-1,166.37,32,AWS
2025-03-16,EC2,ap-southeast-1,462.63,49,AWS
2025-03-16,RDS,us-east-1,528.53,10,AWS
2025-03-16,RDS,us-west-2,419.77,10,AWS
2025-03-16,RDS,eu-west-1,478.27,46,AWS
2025-03-16,RDS,ap-southeast-1,336.47,43,AWS
2025-03-16,S3,us-east-1,289.48,3,AWS
2025-03-16,S3,us-west-2,484.61,13,AWS
2025-03-16,S3,eu-west-1,112.23,31,AWS
2025-03-16,S3,ap-southeast-1,234.02,46,AWS
2025-03-16,Lambda,us-east-1,768.96,19,AWS
2025-03-16,Lambda,us-west-2,634.48,2,AWS
2025-03-16,Lambda,eu-west-1,615.45,49,AWS
2025-03-16,Lambda,ap-southeast-1,148.46,27,AWS
2025-03-16,CloudFront,us-east-1,986.44,46,AWS
2025-03-16,CloudFront,us-west-2,532.12,6,AWS
2025-03-16,CloudFront,eu-west-1,819.49,27,AWS
2025-03-16,CloudFront,ap-southeast-1,422.07,23,AWS
2025-03-16,ELB,us-east-1,564.97,26,AWS
2025-03-16,ELB,us-west-2,187.93,8,AWS
2025-03-16,ELB,eu-west-1,474.21,29,AWS
2025-03-16,ELB,ap-southeast-1,332.44,27,AWS
2025-03-17,EC2,us-east-1,291.0,3,AWS
2025-03-17,EC2,us-west-2,535.24,29,AWS
2025-03-17,EC2,eu-west-1,108.12,39,AWS
2025-03-17,EC2,ap-southeast-1,326.97,25,AWS
2025-03-17,RDS,us-east-1,752.7,30,AWS
2025-03-17,RDS,us-west-2,675.26,18,AWS
2025-03-17,RDS,eu-west-1,878.44,7,AWS
2025-03-17,RDS,ap-southeast-1,756.5,18,AWS
2025-03-17,S3,us-east-1,707.84,50,AWS
2025-03-17,S3,us-west-2,1135.37,37,AWS
2025-03-17,S3,eu-west-1,194.78,10,AWS
2025-03-17,S3,ap-southeast-1,459.43,16,AWS
2025-03-17,Lambda,us-east-1,440.15,38,AWS
2025-03-17,Lambda,us-west-2,800.96,9,AWS
2025-03-17,Lambda,eu-west-1,1008.45,31,AWS
2025-03-17,Lambda,ap-southeast-1,395.8,19,AWS
2025-03-17,CloudFront,us-east-1,837.03,3,AWS
2025-03-17,CloudFront,us-west-2,717.43,44,AWS
2025-03-17,CloudFront,eu-west-1,1059.57,28,AWS
2025-03-17,CloudFront,ap-southeast-1,903.48,14,AWS
2025-03-17,ELB,us-east-1,342.32,49,AWS
2025-03-17,ELB,us-west-2,1006.86,34,AWS
2025-03-17,ELB,eu-west-1,578.29,9,AWS
2025-03-17,ELB,ap-southeast-1,928.91,37,AWS
2025-03-18,EC2,us-east-1,127.64,12,AWS
2025-03-18,EC2,us-west-2,394.88,13,AWS
2025-03-18,EC2,eu-west-1,844.36,4,AWS
2025-03-18,EC2,ap-southeast-1,792.12,30,AWS
2025-03-18,RDS,us-east-1,655.93,37,AWS
2025-03-18,RDS,us-west-2,164.94,4,AWS
2025-03-18,RDS,eu-west-1,1169.31,37,AWS
2025-03-18,RDS,ap-southeast-1,659.63,12,AWS
2025-03-18,S3,us-east-1,808.11,9,AWS
2025-03-18,S3,us-west-2,912.6,42,AWS
2025-03-18,S3,eu-west-1,451.64,42,AWS
2025-03-18,S3,ap-southeast-1,499.96,25,AWS
2025-03-18,Lambda,us-east-1,371.61,37,AWS
2025-03-18,Lambda,us-west-2,233.71,30,AWS
2025-03-18,Lambda,eu-west-1,229.53,40,AWS
2025-03-18,Lambda,ap-southeast-1,955.52,49,AWS
2025-03-18,CloudFront,us-east-1,116.9,17,AWS
2025-03-18,CloudFront,us-west-2,737.43,17,AWS
2025-03-18,CloudFront,eu-west-1,232.82,34,AWS
2025-03-18,CloudFront,ap-southeast-1,914.45,49,AWS
2025-03-18,ELB,us-east-1,251.1,22,AWS
2025-03-18,ELB,us-west-2,549.48,29,AWS
2025-03-18,ELB,eu-west-1,146.21,21,AWS
2025-03-18,ELB,ap-southeast-1,385.13,36,AWS
2025-03-19,EC2,us-east-1,566.87,27,AWS
2025-03-19,EC2,us-west-2,802.85,16,AWS
2025-03-19,EC2,eu-west-1,229.86,9,AWS
2025-03-19,EC2,ap-southeast-1,874.69,50,AWS
2025-03-19,RDS,us-east-1,450.77,50,AWS
2025-03-19,RDS,us-west-2,753.84,33,AWS
2025-03-19,RDS,eu-west-1,876.58,6,AWS
2025-03-19,RDS,ap-southeast-1,614.94,50,AWS
2025-03-19,S3,us-east-1,178.05,6,AWS
2025-03-19,S3,us-west-2,184.47,12,AWS
2025-03-19,S3,eu-west-1,1007.01,37,AWS
2025-03-19,S3,ap-southeast-1,890.84,20,AWS
2025-03-19,Lambda,us-east-1,1110.05,50,AWS
2025-03-19,Lambda,us-west-2,240.71,17,AWS
2025-03-19,Lambda,eu-west-1,270.89,43,AWS
2025-03-19,Lambda,ap-southeast-1,425.72,10,AWS
2025-03-19,CloudFront,us-east-1,855.86,11,AWS
2025-03-19,CloudFront,us-west-2,876.51,36,AWS
2025-03-19,CloudFront,eu-west-1,1266.05,38,AWS
2025-03-19,CloudFront,ap-southeast-1,955.78,2,AWS
2025-03-19,ELB,us-east-1,543.77,28,AWS
2025-03-19,ELB,us-west-2,554.55,36,AWS
2025-03-19,ELB,eu-west-1,138.61,5,AWS
2025-03-19,ELB,ap-southeast-1,555.82,9,AWS
2025-03-20,EC2,us-east-1,216.1,15,AWS
2025-03-20,EC2,us-west-2,532.48,34,AWS
2025-03-20,EC2,eu-west-1,1039.97,42,AWS
2025-03-20,EC2,ap-southeast-1,792.12,46,AWS
2025-03-20,RDS,us-east-1,677.64,37,AWS
2025-03-20,RDS,us-west-2,587.88,37,AWS
2025-03-20,RDS,eu-west-1,780.85,40,AWS
2025-03-20,RDS,ap-southeast-1,281.07,28,AWS
2025-03-20,S3,us-east-1,475.92,1,AWS
2025-03-20,S3,us-west-2,1020.27,23,AWS
2025-03-20,S3,eu-west-1,411.52,29,AWS
2025-03-20,S3,ap-southeast-1,523.88,8,AWS
2025-03-20,Lambda,us-east-1,937.91,2,AWS
2025-03-20,Lambda,us-west-2,1073.08,40,AWS
2025-03-20,Lambda,eu-west-1,146.95,34,AWS
2025-03-20,Lambda,ap-southeast-1,361.78,24,AWS
2025-03-20,CloudFront,us-east-1,961.04,20,AWS
2025-03-20,CloudFront,us-west-2,549.03,15,AWS
2025-03-20,CloudFront,eu-west-1,637.69,41,AWS
2025-03-20,CloudFront,ap-southeast-1,524.38,40,AWS
2025-03-20,ELB,us-east-1,157.84,19,AWS
2025-03-20,ELB,us-west-2,458.37,6,AWS
2025-03-20,ELB,eu-west-1,851.16,20,AWS
2025-03-20,ELB,ap-southeast-1,626.05,33,AWS
2025-03-21,EC2,us-east-1,1009.29,20,AWS
2025-03-21,EC2,us-west-2,994.77,26,AWS
2025-03-21,EC2,eu-west-1,781.09,43,AWS
2025-03-21,EC2,ap-southeast-1,983.45,50,AWS
2025-03-21,RDS,us-east-1,195.32,39,AWS
2025-03-21,RDS,us-west-2,262.14,32,AWS
2025-03-21,RDS,eu-west-1,1140.38,47,AWS
2025-03-21,RDS,ap-southeast-1,1103.88,15,AWS
2025-03-21,S3,us-east-1,403.98,35,AWS
2025-03-21,S3,us-west-2,1016.09,41,AWS
2025-03-21,S3,eu-west-1,233.7,42,AWS
2025-03-21,S3,ap-southeast-1,537.9,32,AWS
2025-03-21,Lambda,us-east-1,282.96,17,AWS
2025-03-21,Lambda,us-west-2,733.21,41,AWS
2025-03-21,Lambda,eu-west-1,551.18,41,AWS
2025-03-21,Lambda,ap-southeast-1,173.48,8,AWS
2025-03-21,CloudFront,us-east-1,760.88,34,AWS
2025-03-21,CloudFront,us-west-2,986.53,36,AWS
2025-03-21,CloudFront,eu-west-1,550.9,10,AWS
2025-03-21,CloudFront,ap-southeast-1,649.81,29,AWS
2025-03-21,ELB,us-east-1,245.06,40,AWS
2025-03-21,ELB,us-west-2,694.7,1,AWS
2025-03-21,ELB,eu-west-1,342.38,36,AWS
2025-03-21,ELB,ap-southeast-1,524.9,49,AWS
2025-03-22,EC2,us-east-1,538.18,39,AWS
2025-03-22,EC2,us-west-2,936.25,38,AWS
2025-03-22,EC2,eu-west-1,846.09,14,AWS
2025-03-22,EC2,ap-southeast-1,939.15,50,AWS
2025-03-22,RDS,us-east-1,198.54,30,AWS
2025-03-22,RDS,us-west-2,837.66,16,AWS
2025-03-22,RDS,eu-west-1,321.42,24,AWS
2025-03-22,RDS,ap-southeast-1,235.8,8,AWS
2025-03-22,S3,us-east-1,968.13,16,AWS
2025-03-22,S3,us-west-2,566.33,36,AWS
2025-03-22,S3,eu-west-1,337.53,48,AWS
2025-03-22,S3,ap-southeast-1,280.46,1,AWS
