date,service,region,daily_cost,resource_count,provider
2025-03-01,Lambda,us-west-2,844.96,5,AWS
2025-03-01,Lambda,eu-west-1,788.0,11,AWS
2025-03-01,Lambda,ap-southeast-1,181.04,38,AWS
2025-03-01,CloudFront,us-east-1,198.85,49,AWS
2025-03-01,CloudFront,us-west-2,236.71,39,AWS
2025-03-01,CloudFront,eu-west-1,658.9,26,AWS
2025-03-01,CloudFront,ap-southeast-1,408.08,48,AWS
2025-03-01,ELB,us-east-1,339.52,15,AWS
2025-03-01,ELB,us-west-2,1044.96,31,AWS
2025-03-01,ELB,eu-west-1,1066.65,4,AWS
2025-03-01,ELB,ap-southeast-1,1074.0,36,AWS
2025-03-02,EC2,us-east-1,201.75,5,AWS
2025-03-02,EC2,us-west-2,613.4,23,AWS
2025-03-02,EC2,eu-west-1,177.95,12,AWS
2025-03-02,EC2,ap-southeast-1,815.57,3,AWS
2025-03-02,RDS,us-east-1,313.22,23,AWS
2025-03-02,RDS,us-west-2,585.83,23,AWS
2025-03-02,RDS,eu-west-1,931.58,25,AWS
2025-03-02,RDS,ap-southeast-1,935.39,19,AWS
2025-03-02,S3,us-east-1,654.01,30,AWS
2025-03-02,S3,us-west-2,1009.55,37,AWS
2025-03-02,S3,eu-west-1,1020.6,37,AWS
2025-03-02,S3,ap-southeast-1,569.6,10,AWS
2025-03-02,Lambda,us-east-1,566.54,21,AWS
2025-03-02,Lambda,us-west-2,938.57,47,AWS
2025-03-02,Lambda,eu-west-1,1059.73,23,AWS
2025-03-02,Lambda,ap-southeast-1,759.28,16,AWS
2025-03-02,CloudFront,us-east-1,150.1,21,AWS
2025-03-02,CloudFront,us-west-2,748.08,14,AWS
2025-03-02,CloudFront,eu-west-1,689.02,40,AWS
2025-03-02,CloudFront,ap-southeast-1,275.16,41,AWS
2025-03-02,ELB,us-east-1,692.67,27,AWS
2025-03-02,ELB,us-west-2,892.33,39,AWS
2025-03-02,ELB,eu-west-1,670.22,4,AWS
2025-03-02,ELB,ap-southeast-1,375.11,44,AWS
2025-03-03,EC2,us-east-1,421.88,6,AWS
2025-03-03,EC2,us-west-2,706.77,19,AWS
2025-03-03,EC2,eu-west-1,571.82,33,AWS
2025-03-03,EC2,ap-southeast-1,549.01,15,AWS
2025-03-03,RDS,us-east-1,460.73,32,AWS
2025-03-03,RDS,us-west-2,190.52,31,AWS
2025-03-03,RDS,eu-west-1,646.22,3,AWS
2025-03-03,RDS,ap-southeast-1,942.53,48,AWS
2025-03-03,S3,us-east-1,518.06,8,AWS
2025-03-03,S3,us-west-2,1072.14,10,AWS
2025-03-03,S3,eu-west-1,963.57,36,AWS
2025-03-03,S3,ap-southeast-1,116.38,8,AWS
2025-03-03,Lambda,us-east-1,390.94,24,AWS
2025-03-03,Lambda,us-west-2,565.18,5,AWS
2025-03-03,Lambda,eu-west-1,547.12,42,AWS
2025-03-03,Lambda,ap-southeast-1,108.27,2,AWS
2025-03-03,CloudFront,us-east-1,552.52,22,AWS
2025-03-03,CloudFront,us-west-2,1043.91,50,AWS
2025-03-03,CloudFront,eu-west-1,1027.93,29,AWS
2025-03-03,CloudFront,ap-southeast-1,410.49,8,AWS
2025-03-03,ELB,us-east-1,491.92,21,AWS
2025-03-03,ELB,us-west-2,582.45,15,AWS
2025-03-03,ELB,eu-west-1,274.39,34,AWS
2025-03-03,ELB,ap-southeast-1,771.83,46,AWS
2025-03-04,EC2,us-east-1,745.27,10,AWS
2025-03-04,EC2,us-west-2,882.6,20,AWS
2025-03-04,EC2,eu-west-1,939.88,13,AWS
2025-03-04,EC2,ap-southeast-1,925.02,28,AWS
2025-03-04,RDS,us-east-1,859.08,31,AWS
2025-03-04,RDS,us-west-2,369.15,29,AWS
2025-03-04,RDS,eu-west-1,526.13,8,AWS
2025-03-04,RDS,ap-southeast-1,729.03,37,AWS
2025-03-04,S3,us-east-1,1206.12,49,AWS
2025-03-04,S3,us-west-2,475.33,1,AWS
2025-03-04,S3,eu-west-1,927.37,47,AWS
2025-03-04,S3,ap-southeast-1,552.06,12,AWS
2025-03-04,Lambda,us-east-1,1025.5,9,AWS
2025-03-04,Lambda,us-west-2,731.18,44,AWS
2025-03-04,Lambda,eu-west-1,231.19,26,AWS
2025-03-04,Lambda,ap-southeast-1,793.91,32,AWS
2025-03-04,CloudFront,us-east-1,535.39,27,AWS
2025-03-04,CloudFront,us-west-2,332.59,33,AWS
2025-03-04,CloudFront,eu-west-1,563.95,2,AWS
2025-03-04,CloudFront,ap-southeast-1,523.69,3,AWS
2025-03-04,ELB,us-east-1,214.34,48,AWS
2025-03-04,ELB,us-west-2,587.26,11,AWS
2025-03-04,ELB,eu-west-1,838.04,18,AWS
2025-03-04,ELB,ap-southeast-1,1082.31,16,AWS
2025-03-05,EC2,us-east-1,430.73,19,AWS
2025-03-05,EC2,us-west-2,561.63,2,AWS
2025-03-05,EC2,eu-west-1,1113.73,7,AWS
2025-03-05,EC2,ap-southeast-1,457.66,29,AWS
2025-03-05,RDS,us-east-1,382.55,47,AWS
2025-03-05,RDS,us-west-2,911.25,47,AWS
2025-03-05,RDS,eu-west-1,142.18,43,AWS
2025-03-05,RDS,ap-southeast-1,802.51,45,AWS
2025-03-05,S3,us-east-1,927.1,24,AWS
2025-03-05,S3,us-west-2,194.52,50,AWS
2025-03-05,S3,eu-west-1,814.26,35,AWS
2025-03-05,S3,ap-southeast-1,712.05,49,AWS
2025-03-05,Lambda,us-east-1,1068.58,48,AWS
2025-03-05,Lambda,us-west-2,725.0,16,AWS
2025-03-05,Lambda,eu-west-1,591.59,38,AWS
2025-03-05,Lambda,ap-southeast-1,754.89,42,AWS
2025-03-05,CloudFront,us-east-1,266.52,19,AWS
2025-03-05,CloudFront,us-west-2,187.36,19,AWS
2025-03-05,CloudFront,eu-west-1,1132.23,46,AWS
2025-03-05,CloudFront,ap-southeast-1,331.44,3,AWS
2025-03-05,ELB,us-east-1,721.74,10,AWS
2025-03-05,ELB,us-west-2,754.55,47,AWS
2025-03-05,ELB,eu-west-1,225.68,44,AWS
2025-03-05,ELB,ap-southeast-1,127.31,11,AWS
2025-03-06,EC2,us-east-1,1051.77,19,AWS
2025-03-06,EC2,us-west-2,609.25,31,AWS
2025-03-06,EC2,eu-west-1,568.02,29,AWS
2025-03-06,EC2,ap-southeast-1,535.36,49,AWS
2025-03-06,RDS,us-east-1,288.44,10,AWS
2025-03-06,RDS,us-west-2,333.79,33,AWS
2025-03-06,RDS,eu-west-1,392.95,22,AWS
2025-03-06,RDS,ap-southeast-1,518.38,45,AWS
2025-03-06,S3,us-east-1,388.77,34,AWS
2025-03-06,S3,us-west-2,910.14,3,AWS
2025-03-06,S3,eu-west-1,833.7,35,AWS
2025-03-06,S3,ap-southeast-1,519.77,8,AWS
2025-03-06,Lambda,us-east-1,626.41,49,AWS
2025-03-06,Lambda,us-west-2,610.46,48,AWS
2025-03-06,Lambda,eu-west-1,317.6,7,AWS
2025-03-06,Lambda,ap-southeast-1,933.74,13,AWS
2025-03-06,CloudFront,us-east-1,318.28,16,AWS
2025-03-06,CloudFront,us-west-2,792.41,15,AWS
2025-03-06,CloudFront,eu-west-1,763.38,2,AWS
2025-03-06,CloudFront,ap-southeast-1,1147.89,50,AWS
2025-03-06,ELB,us-east-1,365.63,46,AWS
2025-03-06,ELB,us-west-2,993.81,5,AWS
2025-03-06,ELB,eu-west-1,1144.53,10,AWS
2025-03-06,ELB,ap-southeast-1,773.52,34,AWS
2025-03-07,EC2,us-east-1,1002.27,24,AWS
2025-03-07,EC2,us-west-2,457.56,5,AWS
2025-03-07,EC2,eu-west-1,140.96,37,AWS
2025-03-07,EC2,ap-southeast-1,590.78,6,AWS
2025-03-07,RDS,us-east-1,118.16,21,AWS
2025-03-07,RDS,us-west-2,248.83,31,AWS
2025-03-07,RDS,eu-west-1,370.99,29,AWS
2025-03-07,RDS,ap-southeast-1,1076.31,5,AWS
2025-03-07,S3,us-east-1,705.7,12,AWS
2025-03-07,S3,us-west-2,628.34,5,AWS
2025-03-07,S3,eu-west-1,229.25,30,AWS
2025-03-07,S3,ap-southeast-1,905.24,34,AWS
2025-03-07,Lambda,us-east-1,220.43,25,AWS
2025-03-07,Lambda,us-west-2,784.07,29,AWS
2025-03-07,Lambda,eu-west-1,1109.67,38,AWS
2025-03-07,Lambda,ap-southeast-1,462.82,24,AWS
2025-03-07,CloudFront,us-east-1,634.78,43,AWS
2025-03-07,CloudFront,us-west-2,885.5,50,AWS
2025-03-07,CloudFront,eu-west-1,859.08,12,AWS
2025-03-07,CloudFront,ap-southeast-1,950.87,2,AWS
2025-03-07,ELB,us-east-1,205.2,32,AWS
2025-03-07,ELB,us-west-2,563.45,38,AWS
2025-03-07,ELB,eu-west-1,743.13,14,AWS
2025-03-07,ELB,ap-southeast-1,855.81,15,AWS
2025-03-08,EC2,us-east-1,515.82,14,AWS
2025-03-08,EC2,us-west-2,962.93,17,AWS
2025-03-08,EC2,eu-west-1,556.98,23,AWS
2025-03-08,EC2,ap-southeast-1,160.35,30,AWS
2025-03-08,RDS,us-east-1,214.88,41,AWS
2025-03-08,RDS,us-west-2,159.84,48,AWS
2025-03-08,RDS,eu-west-1,477.33,40,AWS
2025-03-08,RDS,ap-southeast-1,93.45,25,AWS
2025-03-08,S3,us-east-1,1038.67,46,AWS
2025-03-08,S3,us-west-2,263.39,46,AWS
2025-03-08,S3,eu-west-1,681.75,45,AWS
2025-03-08,S3,ap-southeast-1,106.04,18,AWS
2025-03-08,Lambda,us-east-1,315.7,15,AWS
2025-03-08,Lambda,us-west-2,1208.59,14,AWS
2025-03-08,Lambda,eu-west-1,247.35,48,AWS
2025-03-08,Lambda,ap-southeast-1,257.07,9,AWS
2025-03-08,CloudFront,us-east-1,205.42,33,AWS
2025-03-08,CloudFront,us-west-2,984.4,33,AWS
2025-03-08,CloudFront,eu-west-1,565.95,29,AWS
2025-03-08,CloudFront,ap-southeast-1,347.86,10,AWS
2025-03-08,ELB,us-east-1,560.05,2,AWS
2025-03-08,ELB,us-west-2,460.05,39,AWS
2025-03-08,ELB,eu-west-1,245.23,4,AWS
2025-03-08,ELB,ap-southeast-1,292.75,11,AWS
2025-03-09,EC2,us-east-1,844.2,22,AWS
2025-03-09,EC2,us-west-2,648.69,2,AWS
2025-03-09,EC2,eu-west-1,663.25,27,AWS
2025-03-09,EC2,ap-southeast-1,770.59,29,AWS
2025-03-09,RDS,us-east-1,969.27,30,AWS
2025-03-09,RDS,us-west-2,960.38,21,AWS
2025-03-09,RDS,eu-west-1,185.97,13,AWS
2025-03-09,RDS,ap-southeast-1,515.51,42,AWS
2025-03-09,S3,us-east-1,253.34,25,AWS
2025-03-09,S3,us-west-2,611.3,9,AWS
2025-03-09,S3,eu-west-1,818.22,47,AWS
2025-03-09,S3,ap-southeast-1,1035.8,2,AWS
2025-03-09,Lambda,us-east-1,384.07,20,AWS
2025-03-09,Lambda,us-west-2,152.67,43,AWS
2025-03-09,Lambda,eu-west-1,929.98,40,AWS
2025-03-09,Lambda,ap-southeast-1,563.44,2,AWS
2025-03-09,CloudFront,us-east-1,479.33,42,AWS
2025-03-09,CloudFront,us-west-2,728.73,5,AWS
2025-03-09,CloudFront,eu-west-1,465.96,45,AWS
2025-03-09,CloudFront,ap-southeast-1,765.85,22,AWS
2025-03-09,ELB,us-east-1,485.31,27,AWS
2025-03-09,ELB,us-west-2,866.46,20,AWS
2025-03-09,ELB,eu-west-1,1021.08,34,AWS
2025-03-09,ELB,ap-southeast-1,822.19,32,AWS
2025-03-10,EC2,us-east-1,134.84,2,AWS
2025-03-10,EC2,us-west-2,270.79,14,AWS
2025-03-10,EC2,eu-west-1,1006.19,9,AWS
2025-03-10,EC2,ap-southeast-1,157.95,36,AWS
2025-03-10,RDS,us-east-1,418.5,23,AWS
2025-03-10,RDS,us-west-2,887.78,49,AWS
2025-03-10,RDS,eu-west-1,1294.81,38,AWS
2025-03-10,RDS,ap-southeast-1,648.6,3,AWS
2025-03-10,S3,us-east-1,654.46,8,AWS
2025-03-10,S3,us-west-2,242.17,9,AWS
2025-03-10,S3,eu-west-1,285.44,23,AWS
2025-03-10,S3,ap-southeast-1,825.12,49,AWS
2025-03-10,Lambda,us-east-1,746.75,43,AWS
2025-03-10,Lambda,us-west-2,213.66,14,AWS
2025-03-10,Lambda,eu-west-1,121.15,21,AWS
2025-03-10,Lambda,ap-southeast-1,261.74,23,AWS
2025-03-10,CloudFront,us-east-1,286.51,38,AWS
2025-03-10,CloudFront,us-west-2,356.23,34,AWS
2025-03-10,CloudFront,eu-west-1,489.59,14,AWS
2025-03-10,CloudFront,ap-southeast-1,207.57,28,AWS
2025-03-10,ELB,us-east-1,695.26,22,AWS
2025-03-10,ELB,us-west-2,1014.29,40,AWS
2025-03-10,ELB,eu-west-1,784.69,50,AWS
2025-03-10,ELB,ap-southeast-1,562.23,26,AWS
2025-03-11,EC2,us-east-1,334.78,37,AWS
2025-03-11,EC2,us-west-2,658.16,20,AWS
2025-03-11,EC2,eu-west-1,966.02,35,AWS
2025-03-11,EC2,ap-southeast-1,1074.99,13,AWS
2025-03-11,RDS,us-east-1,1027.63,36,AWS
2025-03-11,RDS,us-west-2,986.3,15,AWS
2025-03-11,RDS,eu-west-1,893.8,19,AWS
2025-03-11,RDS,ap-southeast-1,703.52,48,AWS
2025-03-11,S3,us-east-1,755.54,3,AWS
2025-03-11,S3,us-west-2,247.74,23,AWS
2025-03-11,S3,eu-west-1,978.14,47,AWS
2025-03-11,S3,ap-southeast-1,228.13,2,AWS
2025-03-11,Lambda,us-east-1,474.85,13,AWS
2025-03-11,Lambda,us-west-2,753.05,1,AWS
2025-03-11,Lambda,eu-west-1,434.68,23,AWS
2025-03-11,Lambda,ap-southeast-1,884.12,18,AWS
2025-03-11,CloudFront,us-east-1,533.17,12,AWS
2025-03-11,CloudFront,us-west-2,360.7,11,AWS
2025-03-11,CloudFront,eu-west-1,181.23,28,AWS
2025-03-11,CloudFront,ap-southeast-1,840.16,26,AWS
2025-03-11,ELB,us-east-1,467.52,45,AWS
2025-03-11,ELB,us-west-2,1003.44,3,AWS
2025-03-11,ELB,eu-west-1,353.47,16,AWS
2025-03-11,ELB,ap-southeast-1,501.93,14,AWS
2025-03-12,EC2,us-east-1,1068.4,41,AWS
2025-03-12,EC2,us-west-2,415.52,47,AWS
2025-03-12,EC2,eu-west-1,961.45,28,AWS
2025-03-12,EC2,ap-southeast-1,1081.33,33,AWS
2025-03-12,RDS,us-east-1,350.42,24,AWS
2025-03-12,RDS,us-west-2,280.13,6,AWS
2025-03-12,RDS,eu-west-1,589.1,16,AWS
2025-03-12,RDS,ap-southeast-1,1128.78,31,AWS
2025-03-12,S3,us-east-1,620.55,13,AWS
2025-03-12,S3,us-west-2,550.47,19,AWS
2025-03-12,S3,eu-west-1,149.29,45,AWS
2025-03-12,S3,ap-southeast-1,215.34,28,AWS
2025-03-12,Lambda,us-east-1,197.03,50,AWS
2025-03-12,Lambda,us-west-2,138.77,5,AWS
2025-03-12,Lambda,eu-west-1,531.22,18,AWS
2025-03-12,Lambda,ap-southeast-1,536.72,23,AWS
2025-03-12,CloudFront,us-east-1,924.38,32,AWS
2025-03-12,CloudFront,us-west-2,219.51,32,AWS
2025-03-12,CloudFront,eu-west-1,287.71,39,AWS
2025-03-12,CloudFront,ap-southeast-1,500.29,28,AWS
2025-03-12,ELB,us-east-1,262.0,28,AWS
2025-03-12,ELB,us-west-2,1029.55,43,AWS
2025-03-12,ELB,eu-west-1,145.9,34,AWS
2025-03-12,ELB,ap-southeast-1,486.16,30,AWS
2025-03-13,EC2,us-east-1,618.08,42,AWS
2025-03-13,EC2,us-west-2,576.8,26,AWS
2025-03-13,EC2,eu-west-1,332.53,47,AWS
2025-03-13,EC2,ap-southeast-1,261.48,31,AWS
2025-03-13,RDS,us-east-1,874.23,32,AWS
2025-03-13,RDS,us-west-2,328.95,46,AWS
2025-03-13,RDS,eu-west-1,924.97,42,AWS
2025-03-13,RDS,ap-southeast-1,799.09,14,AWS
2025-03-13,S3,us-east-1,184.79,32,AWS
2025-03-13,S3,us-west-2,219.84,13,AWS
2025-03-13,S3,eu-west-1,1002.45,36,AWS
2025-03-13,S3,ap-southeast-1,519.91,10,AWS
2025-03-13,Lambda,us-east-1,211.87,46,AWS
2025-03-13,Lambda,us-west-2,763.22,6,AWS
2025-03-13,Lambda,eu-west-1,259.88,12,AWS
2025-03-13,Lambda,ap-southeast-1,845.34,34,AWS
2025-03-13,CloudFront,us-east-1,263.51,20,AWS
2025-03-13,CloudFront,us-west-2,497.49,7,AWS
2025-03-13,CloudFront,eu-west-1,156.6,15,AWS
2025-03-13,CloudFront,ap-southeast-1,907.66,9,AWS
2025-03-13,ELB,us-east-1,750.75,28,AWS
2025-03-13,ELB,us-west-2,851.88,46,AWS
2025-03-13,ELB,eu-west-1,264.93,32,AWS
2025-03-13,ELB,ap-southeast-1,613.33,19,AWS
2025-03-14,EC2,us-east-1,122.59,11,AWS
2025-03-14,EC2,us-west-2,1166.83,15,AWS
2025-03-14,EC2,eu-west-1,1026.71,35,AWS
2025-03-14,EC2,ap-southeast-1,312.8,42,AWS
2025-03-14,RDS,us-east-1,995.87,49,AWS
2025-03-14,RDS,us-west-2,303.49,31,AWS
2025-03-14,RDS,eu-west-1,833.2,12,AWS
2025-03-14,RDS,ap-southeast-1,335.57,8,AWS
2025-03-14,S3,us-east-1,366.3,1,AWS
2025-03-14,S3,us-west-2,955.09,40,AWS
2025-03-14,S3,eu-west-1,882.8,23,AWS
2025-03-14,S3,ap-southeast-1,412.82,14,AWS
2025-03-14,Lambda,us-east-1,125.56,18,AWS
2025-03-14,Lambda,us-west-2,712.8,2,AWS
2025-03-14,Lambda,eu-west-1,886.3,50,AWS
2025-03-14,Lambda,ap-southeast-1,886.6,4,AWS
2025-03-14,CloudFront,us-east-1,903.58,49,AWS
2025-03-14,CloudFront,us-west-2,807.83,9,AWS
2025-03-14,CloudFront,eu-west-1,412.51,40,AWS
2025-03-14,CloudFront,ap-southeast-1,186.33,27,AWS
2025-03-14,ELB,us-east-1,816.82,4,AWS
2025-03-14,ELB,us-west-2,398.64,48,AWS
2025-03-14,ELB,eu-west-1,632.23,19,AWS
2025-03-14,ELB,ap-southeast-1,601.77,36,AWS
2025-03-15,EC2,us-east-1,178.7,17,AWS
2025-03-15,EC2,us-west-2,629.76,25,AWS
2025-03-15,EC2,eu-west-1,816.68,45,AWS
2025-03-15,EC2,ap-southeast-1,203.53,26,AWS
2025-03-15,RDS,us-east-1,742.82,15,AWS
2025-03-15,RDS,us-west-2,675.82,45,AWS
2025-03-15,RDS,eu-west-1,790.81,15,AWS
2025-03-15,RDS,ap-southeast-1,966.82,26,AWS
2025-03-15,S3,us-east-1,1040.46,34,AWS
2025-03-15,S3,us-west-2,852.83,38,AWS
2025-03-15,S3,eu-west-1,185.6,13,AWS
2025-03-15,S3,ap-southeast-1,280.82,42,AWS
2025-03-15,Lambda,us-east-1,582.87,25,AWS
2025-03-15,Lambda,us-west-2,685.31,27,AWS
2025-03-15,Lambda,eu-west-1,442.03,37,AWS
2025-03-15,Lambda,ap-southeast-1,846.29,11,AWS
2025-03-15,CloudFront,us-east-1,723.65,6,AWS
2025-03-15,CloudFront,us-west-2,550.51,39,AWS
2025-03-15,CloudFront,eu-west-1,325.11,26,AWS
2025-03-15,CloudFront,ap-southeast-1,238.41,42,AWS
2025-03-15,ELB,us-east-1,973.66,10,AWS
2025-03-15,ELB,us-west-2,222.0,3,AWS
2025-03-15,ELB,eu-west-1,125.64,8,AWS
2025-03-15,ELB,ap-southeast-1,238.66,38,AWS
2025-03-16,EC2,us-east-1,944.61,47,AWS
2025-03-16,EC2,us-west-2,892.86,17,AWS
2025-03-16,EC2,eu-west-1,720.93,23,AWS
2025-03-16,EC2,ap-southeast-1,561.32,46,AWS
2025-03-16,RDS,us-east-1,509.48,1,AWS
2025-03-16,RDS,us-west-2,301.66,9,AWS
2025-03-16,RDS,eu-west-1,150.23,30,AWS
2025-03-16,RDS,ap-southeast-1,668.83,48,AWS
2025-03-16,S3,us-east-1,289.04,38,AWS
2025-03-16,S3,us-west-2,548.84,15,AWS
2025-03-16,S3,eu-west-1,800.37,4,AWS
2025-03-16,S3,ap-southeast-1,606.7,44,AWS
2025-03-16,Lambda,us-east-1,1065.63,22,AWS
2025-03-16,Lambda,us-west-2,1017.88,33,AWS
2025-03-16,Lambda,eu-west-1,468.52,4,AWS
2025-03-16,Lambda,ap-southeast-1,960.72,1,AWS
2025-03-16,CloudFront,us-east-1,855.34,29,AWS
2025-03-16,CloudFront,us-west-2,699.12,46,AWS
2025-03-16,CloudFront,eu-west-1,862.34,42,AWS
2025-03-16,CloudFront,ap-southeast-1,481.35,45,AWS
2025-03-16,ELB,us-east-1,353.96,8,AWS
2025-03-16,ELB,us-west-2,534.12,3,AWS
2025-03-16,ELB,eu-west-1,1081.08,3,AWS
2025-03-16,ELB,ap-southeast-1,231.59,7,AWS
2025-03-17,EC2,us-east-1,1280.22,16,AWS
2025-03-17,EC2,us-west-2,266.67,31,AWS
2025-03-17,EC2,eu-west-1,798.42,30,AWS
2025-03-17,EC2,ap-southeast-1,137.37,28,AWS
2025-03-17,RDS,us-east-1,730.14,18,AWS
2025-03-17,RDS,us-west-2,424.38,5,AWS
2025-03-17,RDS,eu-west-1,550.99,29,AWS
2025-03-17,RDS,ap-southeast-1,1038.69,5,AWS
2025-03-17,S3,us-east-1,232.96,8,AWS
2025-03-17,S3,us-west-2,517.17,29,AWS
2025-03-17,S3,eu-west-1,207.57,25,AWS
2025-03-17,S3,ap-southeast-1,729.64,48,AWS
2025-03-17,Lambda,us-east-1,205.25,15,AWS
2025-03-17,Lambda,us-west-2,186.72,24,AWS
2025-03-17,Lambda,eu-west-1,539.06,17,AWS
2025-03-17,Lambda,ap-southeast-1,144.41,29,AWS
2025-03-17,CloudFront,us-east-1,811.27,18,AWS
2025-03-17,CloudFront,us-west-2,927.62,32,AWS
2025-03-17,CloudFront,eu-west-1,125.7,25,AWS
2025-03-17,CloudFront,ap-southeast-1,322.63,46,AWS
2025-03-17,ELB,us-east-1,662.85,45,AWS
2025-03-17,ELB,us-west-2,754.2,21,AWS
2025-03-17,ELB,eu-west-1,564.41,10,AWS
2025-03-17,ELB,ap-southeast-1,265.66,29,AWS
2025-03-18,EC2,us-east-1,209.95,48,AWS
2025-03-18,EC2,us-west-2,119.62,7,AWS
2025-03-18,EC2,eu-west-1,522.26,13,AWS
2025-03-18,EC2,ap-southeast-1,133.25,47,AWS
2025-03-18,RDS,us-east-1,793.29,22,AWS
2025-03-18,RDS,us-west-2,394.67,44,AWS
2025-03-18,RDS,eu-west-1,572.73,2,AWS
2025-03-18,RDS,ap-southeast-1,288.56,16,AWS
2025-03-18,S3,us-east-1,452.29,19,AWS
2025-03-18,S3,us-west-2,1092.29,3,AWS
2025-03-18,S3,eu-west-1,241.4,29,AWS
2025-03-18,S3,ap-southeast-1,238.82,21,AWS
2025-03-18,Lambda,us-east-1,214.56,21,AWS
2025-03-18,Lambda,us-west-2,787.65,48,AWS
2025-03-18,Lambda,eu-west-1,774.46,44,AWS
2025-03-18,Lambda,ap-southeast-1,994.71,39,AWS
2025-03-18,CloudFront,us-east-1,921.32,43,AWS
2025-03-18,CloudFront,us-west-2,811.42,30,AWS
2025-03-18,CloudFront,eu-west-1,1056.76,19,AWS
2025-03-18,CloudFront,ap-southeast-1,531.5,7,AWS
2025-03-18,ELB,us-east-1,720.21,11,AWS
2025-03-18,ELB,us-west-2,786.39,31,AWS
2025-03-18,ELB,eu-west-1,230.09,37,AWS
2025-03-18,ELB,ap-southeast-1,305.59,23,AWS
2025-03-19,EC2,us-east-1,209.24,31,AWS
2025-03-19,EC2,us-west-2,921.17,7,AWS
2025-03-19,EC2,eu-west-1,895.98,7,AWS
2025-03-19,EC2,ap-southeast-1,951.23,46,AWS
2025-03-19,RDS,us-east-1,903.05,8,AWS
2025-03-19,RDS,us-west-2,422.59,12,AWS
2025-03-19,RDS,eu-west-1,1227.5,37,AWS
2025-03-19,RDS,ap-southeast-1,837.77,13,AWS
2025-03-19,S3,us-east-1,978.79,37,AWS
2025-03-19,S3,us-west-2,143.04,23,AWS
2025-03-19,S3,eu-west-1,298.95,33,AWS
2025-03-19,S3,ap-southeast-1,1177.98,4,AWS
2025-03-19,Lambda,us-east-1,1094.34,37,AWS
2025-03-19,Lambda,us-west-2,1212.02,13,AWS
2025-03-19,Lambda,eu-west-1,457.4,36,AWS
2025-03-19,Lambda,ap-southeast-1,526.62,27,AWS
2025-03-19,CloudFront,us-east-1,1114.2,18,AWS
2025-03-19,CloudFront,us-west-2,116.65,21,AWS
2025-03-19,CloudFront,eu-west-1,856.79,15,AWS
2025-03-19,CloudFront,ap-southeast-1,550.8,49,AWS
2025-03-19,ELB,us-east-1,304.45,11,AWS
2025-03-19,ELB,us-west-2,369.83,33,AWS
2025-03-19,ELB,eu-west-1,386.27,35,AWS
2025-03-19,ELB,ap-southeast-1,833.84,36,AWS
2025-03-20,EC2,us-east-1,305.75,4,AWS
2025-03-20,EC2,us-west-2,1102.74,40,AWS
2025-03-20,EC2,eu-west-1,976.71,46,AWS
2025-03-20,EC2,ap-southeast-1,1169.22,43,AWS
2025-03-20,RDS,us-east-1,599.99,35,AWS
2025-03-20,RDS,us-west-2,129.47,5,AWS
2025-03-20,RDS,eu-west-1,316.64,2,AWS
2025-03-20,RDS,ap-southeast-1,245.19,37,AWS
2025-03-20,S3,us-east-1,498.37,23,AWS
2025-03-20,S3,us-west-2,447.6,41,AWS
2025-03-20,S3,eu-west-1,393.19,33,AWS
2025-03-20,S3,ap-southeast-1,693.69,5,AWS
2025-03-20,Lambda,us-east-1,499.58,34,AWS
2025-03-20,Lambda,us-west-2,443.43,15,AWS
2025-03-20,Lambda,eu-west-1,1013.79,18,AWS
2025-03-20,Lambda,ap-southeast-1,258.76,41,AWS
2025-03-20,CloudFront,us-east-1,827.53,22,AWS
2025-03-20,CloudFront,us-west-2,142.41,7,AWS
2025-03-20,CloudFront,eu-west-1,506.69,23,AWS
2025-03-20,CloudFront,ap-southeast-1,126.54,3,AWS
2025-03-20,ELB,us-east-1,229.93,44,AWS
2025-03-20,ELB,us-west-2,237.67,36,AWS
2025-03-20,ELB,eu-west-1,651.86,25,AWS
2025-03-20,ELB,ap-southeast-1,256.76,34,AWS
2025-03-21,EC2,us-east-1,1045.89,39,AWS
2025-03-21,EC2,us-west-2,398.6,30,AWS
2025-03-21,EC2,eu-west-1,958.38,26,AWS
2025-03-21,EC2,ap-southeast-1,570.38,32,AWS
2025-03-21,RDS,us-east-1,500.36,42,AWS
2025-03-21,RDS,us-west-2,163.73,21,AWS
2025-03-21,RDS,eu-west-1,480.83,50,AWS
2025-03-21,RDS,ap-southeast-1,331.24,8,AWS
2025-03-21,S3,us-east-1,840.85,40,AWS
2025-03-21,S3,us-west-2,617.41,28,AWS
2025-03-21,S3,eu-west-1,166.96,11,AWS
2025-03-21,S3,ap-southeast-1,758.68,28,AWS
2025-03-21,Lambda,us-east-1,597.79,13,AWS
2025-03-21,Lambda,us-west-2,869.07,1,AWS
2025-03-21,Lambda,eu-west-1,141.04,45,AWS
2025-03-21,Lambda,ap-southeast-1,665.81,19,AWS
2025-03-21,CloudFront,us-east-1,249.05,34,AWS
2025-03-21,CloudFront,us-west-2,1006.37,29,AWS
2025-03-21,CloudFront,eu-west-1,264.13,19,AWS
2025-03-21,CloudFront,ap-southeast-1,735.97,42,AWS
2025-03-21,ELB,us-east-1,518.13,8,AWS
2025-03-21,ELB,us-west-2,231.33,43,AWS
2025-03-21,ELB,eu-west-1,718.89,41,AWS
2025-03-21,ELB,ap-southeast-1,585.39,12,AWS
